ID_Cliente,Fecha_Visita,Monto_Consumo,Categoria_Producto
Cliente_0005,2026-02-22,8369.35,cervezas
Cliente_0005,2026-02-23,10321.08,gaseosas
Cliente_0005,2026-03-09,49568.08,postres
Cliente_0005,2026-04-01,22999.43,otras categorias
Cliente_0005,2026-04-11,29965.14,Picadas
Cliente_0005,2026-04-11,12231.62,merch
Cliente_0005,2026-04-30,8336.15,tragos
Cliente_0006,2025-05-01,40069.23,otras categorias
Cliente_0006,2025-05-02,35139.11,Picadas
Cliente_0006,2025-05-10,36844.51,postres
Cliente_0006,2025-05-29,46312.7,tragos de autor
Cliente_0006,2025-06-05,22227.91,Picadas
Cliente_0006,2025-06-11,27960.99,postres
Cliente_0006,2025-06-20,32807.99,entradas
Cliente_0006,2025-07-16,16409.6,vinos
Cliente_0006,2025-08-12,27193.92,aguas
Cliente_0006,2025-08-16,18619.07,cervezas
Cliente_0006,2025-08-22,36941.0,Picadas
Cliente_0006,2025-09-13,41647.66,otros platos
Cliente_0006,2025-09-28,23419.33,otras categorias
Cliente_0006,2025-10-01,6719.37,vinos
Cliente_0006,2025-10-15,43675.81,gaseosas
Cliente_0006,2025-10-20,48654.23,cervezas
Cliente_0006,2025-10-25,47354.51,aguas
Cliente_0006,2025-11-11,35865.49,Picadas
Cliente_0006,2025-12-30,8748.87,platos principales
Cliente_0006,2026-01-01,10297.73,cervezas
Cliente_0006,2026-01-17,25897.72,tragos
Cliente_0006,2026-01-29,23020.15,aguas
Cliente_0006,2026-03-09,16560.42,gaseosas
Cliente_0006,2026-03-13,11882.23,gaseosas
Cliente_0006,2026-03-30,44249.58,entradas
Cliente_0006,2026-04-13,20049.44,postres
Cliente_0006,2026-04-14,39670.49,cervezas
Cliente_0006,2026-04-17,39167.6,platos principales
Cliente_0006,2026-04-26,19973.85,cervezas
Cliente_0007,2025-05-02,7777.03,postres
Cliente_0007,2025-05-10,6722.48,vinos
Cliente_0007,2025-05-14,47012.98,otros platos
Cliente_0007,2025-05-16,25416.71,vinos
Cliente_0007,2025-05-17,40281.74,cervezas
Cliente_0007,2025-05-19,8534.07,otras categorias
Cliente_0007,2025-06-04,13646.29,aguas
Cliente_0007,2025-07-25,39716.76,cervezas
Cliente_0007,2025-08-10,14465.0,otras categorias
Cliente_0007,2025-08-21,11777.7,vinos
Cliente_0007,2025-09-02,12384.88,merch
Cliente_0007,2025-09-02,10084.21,otros platos
Cliente_0007,2025-09-22,15705.69,entradas
Cliente_0007,2025-09-26,25701.11,otras categorias
Cliente_0007,2025-10-25,43647.13,platos principales
Cliente_0007,2025-10-25,30045.59,whiskys
Cliente_0007,2025-10-30,37437.2,tragos de autor
Cliente_0007,2025-11-08,45611.07,Picadas
Cliente_0007,2025-11-13,5952.75,entradas
Cliente_0007,2025-11-25,10165.66,postres
Cliente_0007,2025-11-25,12083.87,otros platos
Cliente_0007,2025-12-10,17038.22,merch
Cliente_0007,2026-02-23,15946.14,gaseosas
Cliente_0007,2026-03-01,16994.73,merch
Cliente_0007,2026-03-14,34537.7,aguas
Cliente_0007,2026-03-18,22577.71,platos principales
Cliente_0007,2026-03-30,44923.31,tragos de autor
Cliente_0007,2026-04-25,7690.97,entradas
Cliente_0007,2026-04-30,40934.25,cervezas
Cliente_0008,2025-05-08,11340.92,postres
Cliente_0008,2025-05-09,47869.44,otros platos
Cliente_0008,2025-05-21,37550.15,entradas
Cliente_0008,2025-05-28,41162.85,otras categorias
Cliente_0008,2025-06-09,35164.04,tragos de autor
Cliente_0008,2025-06-11,14233.56,tragos de autor
Cliente_0008,2025-06-15,12760.37,Picadas
Cliente_0008,2025-06-24,43846.55,postres
Cliente_0008,2025-06-27,47351.67,otros platos
Cliente_0008,2025-07-08,45647.56,postres
Cliente_0008,2025-07-21,30717.93,tragos de autor
Cliente_0008,2025-07-23,27048.72,postres
Cliente_0008,2025-07-28,35351.52,postres
Cliente_0008,2025-07-31,9316.58,whiskys
Cliente_0008,2025-08-08,10424.36,Picadas
Cliente_0008,2025-08-16,38172.91,gaseosas
Cliente_0008,2025-08-25,47316.05,tragos
Cliente_0008,2025-08-25,28878.1,entradas
Cliente_0008,2025-08-26,49317.94,postres
Cliente_0008,2025-09-02,26159.88,Picadas
Cliente_0008,2025-09-02,21778.34,merch
Cliente_0008,2025-09-07,23245.51,postres
Cliente_0008,2025-09-07,47864.0,vinos
Cliente_0008,2025-09-11,14472.13,merch
Cliente_0008,2025-09-17,20149.31,aguas
Cliente_0008,2025-09-19,41455.49,gaseosas
Cliente_0008,2025-09-23,13859.18,aguas
Cliente_0008,2025-09-25,20481.06,entradas
Cliente_0008,2025-09-28,6560.35,tragos
Cliente_0008,2025-10-08,28978.58,tragos de autor
Cliente_0008,2025-10-11,8007.97,tragos de autor
Cliente_0008,2025-10-20,35233.71,merch
Cliente_0008,2025-10-25,36999.49,otros platos
Cliente_0008,2025-10-27,41933.84,tragos de autor
Cliente_0008,2025-11-01,5677.31,Picadas
Cliente_0008,2025-11-04,23623.8,aguas
Cliente_0008,2025-11-24,9225.14,platos principales
Cliente_0008,2025-12-18,23375.76,whiskys
Cliente_0008,2025-12-28,31582.16,tragos
Cliente_0008,2026-01-01,17381.5,cervezas
Cliente_0008,2026-01-08,30361.22,vinos
Cliente_0008,2026-01-13,34336.81,whiskys
Cliente_0008,2026-01-19,39440.65,otros platos
Cliente_0008,2026-01-23,15372.3,otros platos
Cliente_0008,2026-01-28,41662.84,entradas
Cliente_0008,2026-02-12,7181.58,tragos
Cliente_0008,2026-02-14,25484.04,otras categorias
Cliente_0008,2026-03-02,43910.31,merch
Cliente_0008,2026-03-06,22696.06,cervezas
Cliente_0008,2026-03-23,12062.0,vinos
Cliente_0008,2026-03-28,9332.03,platos principales
Cliente_0008,2026-04-11,11794.51,gaseosas
Cliente_0008,2026-05-01,32233.73,Picadas
Cliente_0009,2025-05-07,48096.14,cervezas
Cliente_0009,2025-05-17,30894.81,entradas
Cliente_0009,2025-06-27,33337.2,Picadas
Cliente_0009,2025-09-20,5785.63,aguas
Cliente_0009,2025-10-06,18520.04,otras categorias
Cliente_0009,2025-11-09,21817.21,merch
Cliente_0009,2025-11-09,32358.44,entradas
Cliente_0009,2025-11-28,46422.34,whiskys
Cliente_0009,2026-01-21,17881.45,vinos
Cliente_0009,2026-01-25,28546.84,Picadas
Cliente_0009,2026-02-26,42428.6,gaseosas
Cliente_0009,2026-03-05,27872.88,Picadas
Cliente_0010,2025-05-01,21940.13,postres
Cliente_0010,2025-05-10,44954.24,merch
Cliente_0010,2025-05-29,34874.27,otros platos
Cliente_0010,2025-06-12,26281.95,otros platos
Cliente_0010,2025-06-14,22199.89,Picadas
Cliente_0010,2025-06-23,19340.16,otras categorias
Cliente_0010,2025-06-30,44788.67,postres
Cliente_0010,2025-07-24,40369.44,postres
Cliente_0010,2025-07-31,36583.98,merch
Cliente_0010,2025-08-09,9282.08,gaseosas
Cliente_0010,2025-08-12,20084.21,whiskys
Cliente_0010,2025-08-15,47051.41,otros platos
Cliente_0010,2025-08-17,14977.25,Picadas
Cliente_0010,2025-09-10,36459.06,otras categorias
Cliente_0010,2025-10-18,29256.38,aguas
Cliente_0010,2025-10-25,7302.05,cervezas
Cliente_0010,2025-10-27,42678.67,aguas
Cliente_0010,2025-11-03,40794.27,entradas
Cliente_0010,2025-11-05,46627.69,cervezas
Cliente_0010,2025-11-16,40723.34,tragos de autor
Cliente_0010,2025-11-21,32980.98,Picadas
Cliente_0010,2025-11-28,47593.52,vinos
Cliente_0010,2025-12-17,33505.0,tragos de autor
Cliente_0010,2026-01-08,22044.37,gaseosas
Cliente_0010,2026-02-05,45434.2,postres
Cliente_0010,2026-02-12,24981.12,whiskys
Cliente_0010,2026-03-23,13157.94,otras categorias
Cliente_0010,2026-04-06,29375.52,otras categorias
Cliente_0010,2026-04-11,11544.41,merch
Cliente_0010,2026-04-30,48959.14,Picadas
Cliente_0011,2025-05-05,18499.04,entradas
Cliente_0011,2025-05-11,17272.13,platos principales
Cliente_0011,2025-05-31,30769.37,gaseosas
Cliente_0011,2025-06-05,20002.63,platos principales
Cliente_0011,2025-07-08,48074.65,vinos
Cliente_0011,2025-07-14,46486.77,merch
Cliente_0011,2025-07-17,32468.07,tragos de autor
Cliente_0011,2025-07-25,32877.16,cervezas
Cliente_0011,2025-08-20,39388.16,Picadas
Cliente_0011,2025-09-04,44244.69,otros platos
Cliente_0011,2025-09-17,11156.7,tragos
Cliente_0011,2025-11-07,49339.3,tragos de autor
Cliente_0011,2025-11-10,8024.54,whiskys
Cliente_0011,2025-11-12,25079.15,otras categorias
Cliente_0011,2025-11-15,49702.62,cervezas
Cliente_0011,2025-11-17,48099.83,otros platos
Cliente_0011,2025-12-19,29709.58,postres
Cliente_0011,2026-01-26,37613.03,entradas
Cliente_0011,2026-01-31,11657.34,cervezas
Cliente_0011,2026-01-31,19080.0,aguas
Cliente_0011,2026-02-14,43579.12,gaseosas
Cliente_0011,2026-02-19,18943.92,otros platos
Cliente_0011,2026-03-10,5998.37,vinos
Cliente_0012,2025-05-02,11677.31,whiskys
Cliente_0012,2025-05-08,32293.79,otras categorias
Cliente_0012,2025-05-17,39750.58,otras categorias
Cliente_0012,2025-05-23,39480.29,aguas
Cliente_0012,2025-05-24,12629.69,whiskys
Cliente_0012,2025-05-29,26624.38,otras categorias
Cliente_0012,2025-06-05,9382.46,cervezas
Cliente_0012,2025-06-22,18605.88,whiskys
Cliente_0012,2025-07-09,18934.62,postres
Cliente_0012,2025-08-02,39935.9,entradas
Cliente_0012,2025-08-13,27694.66,otros platos
Cliente_0012,2025-08-21,32048.1,whiskys
Cliente_0012,2025-08-28,28744.04,postres
Cliente_0012,2025-09-11,10252.07,tragos
Cliente_0012,2025-09-12,49297.66,tragos
Cliente_0012,2025-10-02,24699.49,vinos
Cliente_0012,2025-10-09,33078.27,merch
Cliente_0012,2025-10-16,33547.5,aguas
Cliente_0012,2025-11-08,15156.87,otras categorias
Cliente_0012,2025-11-15,10298.32,otras categorias
Cliente_0012,2025-11-21,32717.28,gaseosas
Cliente_0012,2025-11-30,14458.52,postres
Cliente_0012,2025-12-01,25224.12,aguas
Cliente_0012,2025-12-05,28335.41,cervezas
Cliente_0012,2025-12-11,48767.88,gaseosas
Cliente_0012,2025-12-11,7723.06,merch
Cliente_0012,2025-12-16,27179.19,otros platos
Cliente_0012,2025-12-30,17271.92,platos principales
Cliente_0012,2026-01-06,27434.72,platos principales
Cliente_0012,2026-01-08,30067.48,tragos de autor
Cliente_0012,2026-01-22,11554.69,platos principales
Cliente_0012,2026-01-27,44330.63,tragos de autor
Cliente_0012,2026-02-02,34672.23,gaseosas
Cliente_0012,2026-02-10,41805.58,gaseosas
Cliente_0012,2026-02-11,39538.95,otros platos
Cliente_0012,2026-02-11,9436.69,gaseosas
Cliente_0012,2026-02-15,7651.01,entradas
Cliente_0012,2026-02-16,38315.13,whiskys
Cliente_0012,2026-02-25,43175.15,whiskys
Cliente_0012,2026-03-03,19262.88,cervezas
Cliente_0012,2026-03-22,17756.98,tragos
Cliente_0012,2026-03-28,32401.33,entradas
Cliente_0012,2026-03-29,40470.62,vinos
Cliente_0012,2026-04-03,43218.44,postres
Cliente_0012,2026-04-07,9423.28,aguas
Cliente_0012,2026-04-07,23262.15,tragos
Cliente_0012,2026-04-21,44389.82,merch
Cliente_0013,2025-11-01,19264.32,tragos
Cliente_0013,2025-11-06,28186.93,postres
Cliente_0013,2025-11-18,27353.68,tragos de autor
Cliente_0013,2026-02-27,22987.32,aguas
Cliente_0013,2026-03-27,29711.01,platos principales
Cliente_0013,2026-03-31,21337.49,merch
Cliente_0013,2026-04-18,35636.4,Picadas
Cliente_0014,2025-05-19,16868.1,otras categorias
Cliente_0014,2025-08-30,34315.93,otros platos
Cliente_0014,2025-09-06,20458.15,tragos de autor
Cliente_0014,2025-09-09,43075.21,vinos
Cliente_0014,2025-11-14,20027.7,otros platos
Cliente_0014,2025-12-20,32450.06,otras categorias
Cliente_0014,2026-01-06,10541.4,platos principales
Cliente_0014,2026-01-07,31991.95,tragos de autor
Cliente_0014,2026-01-09,11941.19,Picadas
Cliente_0014,2026-02-28,42226.73,postres
Cliente_0014,2026-03-03,28971.41,postres
Cliente_0014,2026-03-16,33491.56,entradas
Cliente_0015,2025-07-22,33650.96,aguas
Cliente_0015,2025-10-13,16650.39,gaseosas
Cliente_0015,2026-01-23,42310.59,Picadas
Cliente_0016,2025-05-11,31617.27,vinos
Cliente_0016,2025-05-27,27225.74,whiskys
Cliente_0016,2025-06-05,24564.72,whiskys
Cliente_0016,2025-06-06,5423.52,tragos
Cliente_0016,2025-06-25,5266.81,Picadas
Cliente_0016,2025-07-08,40517.96,platos principales
Cliente_0016,2025-07-16,35804.52,tragos
Cliente_0016,2025-07-24,20232.8,merch
Cliente_0016,2025-07-26,24947.92,tragos de autor
Cliente_0016,2025-07-31,15503.79,tragos
Cliente_0016,2025-07-31,43131.4,tragos
Cliente_0016,2025-08-16,30692.94,merch
Cliente_0016,2025-09-09,17698.53,whiskys
Cliente_0016,2025-09-11,16902.89,cervezas
Cliente_0016,2025-09-11,38065.72,Picadas
Cliente_0016,2025-09-11,23471.23,platos principales
Cliente_0016,2025-09-20,37933.4,tragos de autor
Cliente_0016,2025-09-22,35166.83,whiskys
Cliente_0016,2025-09-25,24851.85,whiskys
Cliente_0016,2025-10-05,13552.68,Picadas
Cliente_0016,2025-10-09,48295.05,vinos
Cliente_0016,2025-10-28,46582.61,postres
Cliente_0016,2025-10-29,7447.19,otros platos
Cliente_0016,2025-10-30,32128.21,entradas
Cliente_0016,2025-11-08,5333.81,tragos
Cliente_0016,2025-11-11,23152.44,aguas
Cliente_0016,2025-11-13,18629.21,platos principales
Cliente_0016,2025-11-17,35401.9,aguas
Cliente_0016,2025-11-22,49502.39,tragos de autor
Cliente_0016,2025-12-02,5385.7,platos principales
Cliente_0016,2025-12-18,46012.45,entradas
Cliente_0016,2025-12-22,47835.07,otras categorias
Cliente_0016,2025-12-28,18965.56,gaseosas
Cliente_0016,2026-01-02,23407.37,aguas
Cliente_0016,2026-01-11,17038.1,tragos de autor
Cliente_0016,2026-01-13,23323.58,whiskys
Cliente_0016,2026-01-16,22255.07,otros platos
Cliente_0016,2026-01-22,15317.9,platos principales
Cliente_0016,2026-01-23,36513.64,vinos
Cliente_0016,2026-02-08,7961.2,gaseosas
Cliente_0016,2026-02-22,31243.4,postres
Cliente_0016,2026-02-22,17153.15,vinos
Cliente_0016,2026-02-28,47645.6,otros platos
Cliente_0016,2026-03-01,8397.24,merch
Cliente_0016,2026-03-05,40212.34,whiskys
Cliente_0016,2026-03-06,10858.77,whiskys
Cliente_0016,2026-04-07,17262.17,tragos de autor
Cliente_0016,2026-04-07,31306.85,tragos
Cliente_0016,2026-04-15,12314.32,cervezas
Cliente_0016,2026-04-19,29372.63,postres
Cliente_0016,2026-04-29,21361.85,postres
Cliente_0017,2025-05-05,44922.2,postres
Cliente_0017,2025-05-20,44642.8,gaseosas
Cliente_0017,2025-05-23,34882.54,Picadas
Cliente_0017,2025-06-06,12218.44,otras categorias
Cliente_0017,2025-06-08,26740.91,platos principales
Cliente_0017,2025-08-19,29878.35,otras categorias
Cliente_0017,2025-08-19,18754.98,vinos
Cliente_0017,2025-09-05,12141.35,platos principales
Cliente_0017,2025-09-07,23939.34,entradas
Cliente_0017,2025-09-10,34353.62,platos principales
Cliente_0017,2025-09-29,17773.86,gaseosas
Cliente_0017,2025-11-07,37162.67,platos principales
Cliente_0017,2025-11-07,45096.36,whiskys
Cliente_0017,2025-11-12,25104.46,whiskys
Cliente_0017,2025-12-06,23844.46,aguas
Cliente_0017,2026-01-09,9974.35,tragos de autor
Cliente_0017,2026-01-12,22687.02,otros platos
Cliente_0017,2026-01-18,27711.97,Picadas
Cliente_0017,2026-01-18,14702.33,Picadas
Cliente_0017,2026-02-03,7826.84,gaseosas
Cliente_0017,2026-02-20,7041.2,otros platos
Cliente_0017,2026-03-20,41870.59,vinos
Cliente_0017,2026-04-07,39520.02,tragos
Cliente_0017,2026-04-29,20380.3,otras categorias
Cliente_0018,2025-05-07,41972.22,cervezas
Cliente_0018,2025-05-19,16659.86,aguas
Cliente_0018,2025-06-08,44291.11,postres
Cliente_0018,2025-06-11,42506.85,entradas
Cliente_0018,2025-06-26,24095.08,gaseosas
Cliente_0018,2025-06-29,5889.38,otras categorias
Cliente_0018,2025-07-10,43515.25,merch
Cliente_0018,2025-07-16,19252.9,vinos
Cliente_0018,2025-07-24,33197.0,gaseosas
Cliente_0018,2025-07-26,49666.39,merch
Cliente_0018,2025-08-11,41130.28,otros platos
Cliente_0018,2025-08-24,24655.3,gaseosas
Cliente_0018,2025-08-25,32772.43,tragos
Cliente_0018,2025-09-29,49958.54,otros platos
Cliente_0018,2025-10-12,16868.2,otros platos
Cliente_0018,2025-10-27,40157.17,tragos de autor
Cliente_0018,2025-10-30,19583.12,entradas
Cliente_0018,2025-11-11,24194.15,gaseosas
Cliente_0018,2025-12-01,11277.61,cervezas
Cliente_0018,2025-12-05,38237.24,vinos
Cliente_0018,2025-12-18,7045.23,postres
Cliente_0018,2025-12-27,6961.09,otras categorias
Cliente_0018,2026-01-15,5006.56,postres
Cliente_0018,2026-02-14,8077.79,whiskys
Cliente_0018,2026-02-20,24205.47,aguas
Cliente_0018,2026-02-21,24075.85,gaseosas
Cliente_0018,2026-02-24,7154.58,entradas
Cliente_0018,2026-03-24,6824.39,vinos
Cliente_0018,2026-03-27,39513.44,entradas
Cliente_0018,2026-04-02,31398.22,postres
Cliente_0018,2026-04-08,32693.71,cervezas
Cliente_0019,2025-05-28,46435.16,entradas
Cliente_0019,2025-07-05,41634.14,gaseosas
Cliente_0019,2025-09-14,35206.81,otras categorias
Cliente_0019,2025-09-23,15450.47,platos principales
Cliente_0019,2025-10-21,9840.69,vinos
Cliente_0019,2025-11-05,43220.44,tragos de autor
Cliente_0019,2025-11-07,35731.68,merch
Cliente_0019,2025-11-19,29851.34,entradas
Cliente_0019,2025-11-27,29310.72,gaseosas
Cliente_0019,2025-12-12,45093.83,merch
Cliente_0019,2026-02-10,46966.52,Picadas
Cliente_0019,2026-02-18,24462.32,Picadas
Cliente_0019,2026-02-18,36007.63,tragos de autor
Cliente_0019,2026-03-02,28311.14,otros platos
Cliente_0019,2026-03-12,8833.29,gaseosas
Cliente_0019,2026-03-31,30892.81,Picadas
Cliente_0019,2026-04-01,45027.02,whiskys
Cliente_0019,2026-04-08,9543.0,tragos de autor
Cliente_0019,2026-04-14,28372.71,tragos
Cliente_0019,2026-04-14,31973.39,otros platos
Cliente_0019,2026-04-23,18670.41,vinos
Cliente_0019,2026-04-24,14339.24,Picadas
Cliente_0019,2026-04-25,34303.71,tragos
Cliente_0020,2025-05-19,38426.81,entradas
Cliente_0020,2025-05-24,6102.66,gaseosas
Cliente_0020,2025-05-28,28628.11,vinos
Cliente_0020,2025-06-05,27593.63,otros platos
Cliente_0020,2025-06-11,33999.92,otros platos
Cliente_0020,2025-06-17,45382.55,gaseosas
Cliente_0020,2025-06-23,21612.78,merch
Cliente_0020,2025-06-24,12562.58,otros platos
Cliente_0020,2025-06-25,40460.8,tragos
Cliente_0020,2025-07-09,30802.68,aguas
Cliente_0020,2025-07-17,26024.45,cervezas
Cliente_0020,2025-07-18,7245.69,tragos de autor
Cliente_0020,2025-07-20,47854.12,gaseosas
Cliente_0020,2025-07-22,11509.27,tragos de autor
Cliente_0020,2025-08-22,8520.0,merch
Cliente_0020,2025-08-26,18320.36,entradas
Cliente_0020,2025-08-27,9729.49,vinos
Cliente_0020,2025-09-03,39610.39,cervezas
Cliente_0020,2025-09-09,23631.36,merch
Cliente_0020,2025-09-11,32621.0,cervezas
Cliente_0020,2025-09-13,8287.11,entradas
Cliente_0020,2025-09-14,14979.71,cervezas
Cliente_0020,2025-09-22,10338.42,whiskys
Cliente_0020,2025-10-15,43813.02,aguas
Cliente_0020,2025-10-20,14475.68,cervezas
Cliente_0020,2025-10-24,47054.13,otros platos
Cliente_0020,2025-10-29,21599.66,Picadas
Cliente_0020,2025-11-02,25325.14,platos principales
Cliente_0020,2025-11-02,16201.4,otros platos
Cliente_0020,2025-11-06,33409.81,otros platos
Cliente_0020,2025-11-12,23500.9,tragos de autor
Cliente_0020,2025-11-12,47645.91,cervezas
Cliente_0020,2025-12-05,35324.83,entradas
Cliente_0020,2025-12-12,17747.92,entradas
Cliente_0020,2026-01-11,40400.13,tragos
Cliente_0020,2026-01-15,45976.4,tragos de autor
Cliente_0020,2026-01-24,42971.98,gaseosas
Cliente_0020,2026-01-25,37240.07,aguas
Cliente_0020,2026-01-27,17584.27,Picadas
Cliente_0020,2026-02-06,48725.15,gaseosas
Cliente_0020,2026-02-17,27071.86,aguas
Cliente_0020,2026-02-20,16877.96,tragos
Cliente_0020,2026-03-21,19120.29,vinos
Cliente_0020,2026-03-24,11718.68,Picadas
Cliente_0020,2026-03-29,46697.16,otros platos
Cliente_0020,2026-03-31,13657.65,merch
Cliente_0020,2026-04-09,39615.34,aguas
Cliente_0020,2026-04-13,38681.79,tragos de autor
Cliente_0020,2026-04-18,47324.59,cervezas
Cliente_0021,2025-05-09,46806.7,tragos de autor
Cliente_0021,2025-05-14,8028.77,aguas
Cliente_0021,2025-05-14,45724.85,otros platos
Cliente_0021,2025-07-17,43863.31,platos principales
Cliente_0021,2025-09-21,45102.72,otros platos
Cliente_0021,2025-10-11,40794.73,tragos de autor
Cliente_0021,2025-10-19,27985.54,cervezas
Cliente_0021,2025-11-21,47429.61,cervezas
Cliente_0021,2026-01-02,48460.99,otras categorias
Cliente_0021,2026-02-04,23950.03,tragos
Cliente_0021,2026-04-11,12341.36,tragos
Cliente_0021,2026-04-19,35614.37,entradas
Cliente_0022,2025-05-01,42695.78,Picadas
Cliente_0022,2025-05-27,48380.95,platos principales
Cliente_0022,2025-05-27,34219.27,otras categorias
Cliente_0022,2025-05-28,8795.32,Picadas
Cliente_0022,2025-05-29,36295.26,entradas
Cliente_0022,2025-06-02,8352.7,whiskys
Cliente_0022,2025-06-10,35441.54,cervezas
Cliente_0022,2025-06-12,43479.25,platos principales
Cliente_0022,2025-06-14,27012.35,vinos
Cliente_0022,2025-06-16,22454.34,platos principales
Cliente_0022,2025-06-17,18344.65,tragos de autor
Cliente_0022,2025-06-26,44006.83,merch
Cliente_0022,2025-07-23,8224.11,postres
Cliente_0022,2025-07-31,32077.43,entradas
Cliente_0022,2025-08-06,27810.13,gaseosas
